MAPS_test_genome	MAPS_test_type	MAPS_test_start	MAPS_test_end	MAPS_test_strand	MAPS_test_p_value	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_padj	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_padj	id_lower	SPI1_Pulse_Tidy_logFC	SPI1_Pulse_Tidy_p_value	SPI1_Pulse_Tidy_FDR	gene
NC_016810.1	CDS	233974	234726	+	0.216186155	2.05	NA	0.260660222	0.57	0.723773749	NA	stfd	NA	NA	NA	stfD
NC_016810.1	sRNA	1292947	1293012	+	0.083495563	2.05	NA	0.115955347	-2.23	0.033357155	0.193822022	stnc1210	NA	NA	NA	STnc1210
NC_016810.1	CDS	1845336	1845932	+	0.159750753	2.05	NA	0.201989547	0.77	0.586679911	NA	hyad	NA	NA	NA	hyaD
NC_016810.1	CDS	1497664	1498839	-	0.027174319	2.05	NA	0.044469724	-1.29	0.158228262	0.450383062	mana	NA	NA	NA	manA
NC_016810.1	CDS	3767831	3768076	-	0.061019491	2.05	NA	0.08874489	-1.28	0.213263681	0.516395836	sl1344_3543	-0.157509737	0.492233268	0.951670844	SL1344_3543
NC_016810.1	CDS	4269441	4270277	+	0.031975933	2.05	NA	0.051120687	-1.75	0.054344752	0.255624784	fdhd	NA	NA	NA	fdhD
NC_016810.1	CDS	4327459	4328121	-	0.123213461	2.05	NA	0.16186796	-1.72	0.149670321	0.43841771	sl1344_4046	NA	NA	NA	SL1344_4046
NC_016810.1	sRNA	2113060	2113174	+	0.216753381	2.05	NA	0.261127136	-5.63	1.29473e-5	0.001455709	stnc230	NA	NA	NA	STnc230
NC_016810.1	sRNA	46050	46114	-	0.328243784	2.05	NA	0.37506447	-0.76	0.710157637	NA	stnc10	NA	NA	NA	STnc10
NC_016810.1	CDS	829385	831160	+	0.272101868	2.04	NA	0.318802018	0.72	0.693159174	NA	oada	NA	NA	NA	oadA
NC_016810.1	CDS	626681	628651	+	0.06148621	2.04	NA	0.089358568	-1.36	0.212482643	0.51598785	sl1344_0558	NA	NA	NA	SL1344_0558
NC_016810.1	CDS	4603060	4603419	-	0.022185784	2.04	NA	0.03770789	-1.85	0.032549408	0.191538342	frdd	0.033322026	0.853917254	0.988871448	frdD
NC_016810.1	CDS	1262917	1263738	+	0.018213022	2.04	NA	0.031880741	-1.76	0.037003338	0.205283319	cobb	-0.123891239	0.620132649	0.97404575	cobB
NC_016810.1	CDS	4781635	4782408	+	0.023721112	2.04	NA	0.03979253	-2.22	0.009839086	0.095502837	uxur	NA	NA	NA	uxuR
NC_016810.1	CDS	4656949	4657611	-	0.118768029	2.04	NA	0.156873279	-0.33	0.788310579	NA	sl1344_4332	NA	NA	NA	SL1344_4332
NC_016810.1	CDS	423164	424138	-	0.020238883	2.04	NA	0.034885291	-1.31	0.124913416	0.40317835	hemb	0.092472961	0.678837156	0.980552058	hemB
NC_016810.1	CDS	1033973	1034776	+	0.020148838	2.04	NA	0.034756649	1.19	0.172037097	0.470625408	smta	NA	NA	NA	smtA
NC_016810.1	CDS	4789863	4791047	-	0.134681809	2.03	NA	0.174494387	-1.2	0.354107738	0.646323269	sl1344_4446	NA	NA	NA	SL1344_4446
NC_016810.1	CDS	1318681	1320615	-	0.071317531	2.03	NA	0.101560487	-0.87	0.439550813	0.710238837	sl1344_1220	-0.014789909	0.951870938	0.991822998	SL1344_1220
NC_016810.1	CDS	110005	112911	-	0.026459729	2.03	NA	0.043512626	-0.17	0.854543469	0.945308241	hepa	NA	NA	NA	hepA
NC_016810.1	sRNA	1170291	1170591	+	0.016034782	2.03	NA	0.028634674	-2.07	0.012316379	0.107837607	stnc670	0.026803316	0.891725166	0.989070004	STnc670
NC_016810.1	CDS	2308440	2309012	+	0.064976114	2.03	NA	0.093743529	0.38	0.724791533	0.887740255	yeip	-0.055650381	0.816743924	0.982270693	yeiP
NC_016810.1	CDS	1927960	1928616	+	0.06003265	2.03	NA	0.087600547	-0.12	0.908785674	0.969104433	sl1344_1811	NA	NA	NA	SL1344_1811
NC_016810.1	CDS	3619784	3620968	-	0.030723381	2.03	NA	0.049363181	-0.43	0.64346521	0.846823314	tuf	0.130559223	0.479607228	0.951670844	tuf
NC_016810.1	CDS	4106010	4106468	-	0.090732653	2.02	NA	0.124283756	-0.79	0.484778436	0.746260945	asnc	NA	NA	NA	asnC
NC_016810.1	CDS	2271348	2272049	-	0.081831076	2.02	NA	0.113977193	0.39	0.730986777	0.89124106299999994	sl1344_2154	NA	NA	NA	SL1344_2154
NC_016810.1	CDS	2131363	2131698	-	0.024788396	2.02	NA	0.041253013	-0.58	0.51386318	0.765912729	sl1344_2035	0.27011672	0.162428759	0.760574713	SL1344_2035
NC_016810.1	CDS	1887926	1888786	+	0.036011363	2.02	NA	0.056569574	-1.15	0.217891527	0.521424703	manz	0.019838462	0.931476865	0.990289457	manZ
NC_016810.1	sRNA	2449087	2449281	-	0.054839987	2.02	NA	0.081077967	-2.26	0.018501212	0.136403468	stnc3730	NA	NA	NA	STnc3730
NC_016810.1	CDS	4818059	4819120	+	0.119946182	2.02	NA	0.158174644	0.43	0.735100746	0.894344883	sl1344_4470	NA	NA	NA	SL1344_4470
NC_016810.1	CDS	1187273	1187728	+	0.222659418	2.01	NA	0.267084571	3.09	0.073834023	NA	csgb	NA	NA	NA	csgB
NC_016810.1	CDS	3007647	3009086	+	0.313558409	2.01	NA	0.360430336	-1.73	0.359275681	NA	flrd	NA	NA	NA	flrD
NC_016810.1	CDS	4408040	4408312	+	0.013312894	2.01	NA	0.024406973	-0.86	0.28538809	0.59048008	hupa	0.146342373	0.522439096	0.95898052600000006	hupA
NC_016810.1	CDS	4210855	4213044	-	0.146729619	2.01	NA	0.187748239	-0.22	0.875515091	0.952156183	fadb	NA	NA	NA	fadB
NC_016810.1	CDS	3745890	3746735	-	0.126604084	2.01	NA	0.165446898	-1.48	0.239388026	0.544145986	ugpe	NA	NA	NA	ugpE
NC_016810.1	sRNA	807346	807433	+	0.01809497	2.01	NA	0.031704863	-2.75	9.7516e-4	0.02597397	rybd	NA	NA	NA	RybD
NC_016810.1	CDS	4660140	4662083	-	0.018114725	2.01	NA	0.031733311	-2.04	0.013745801	0.11522675	cpdb	0.135856091	0.634301716	0.974581643	cpdB
NC_016810.1	CDS	2553141	2554157	-	0.060565914	2.01	NA	0.088198991	1.09	0.302865254	0.602160036	cysp	0.723187925	5.81477e-4	0.020979708	cysP
NC_016810.1	CDS	3195537	3196472	+	0.14682198	2.01	NA	0.187795556	0.57	0.672295352	NA	lysr	NA	NA	NA	lysR
NC_016810.1	sRNA	1564399	1564512	+	0.083270823	2.01	NA	0.115661044	-1.31	0.235349277	0.539838907	slnc1006	-1.045445485	3.2744e-5	0.001687718	SLnc1006
NC_016810.1	CDS	4713136	4715274	-	0.026057748	2.01	NA	0.042953379	0.06	0.949594242	0.9819113	nrdd	0.14701952	0.561710823	0.962120616	nrdD
NC_016810.1	CDS	3693347	3695425	-	0.056077773	2.01	NA	0.082583104	-0.33	0.747995696	0.900804854	malq	NA	NA	NA	malQ
NC_016810.1	sRNA	3312426	3312492	-	0.089190195	2	NA	0.122582736	-3.58	6.27961e-4	0.019827583	stnc1170	NA	NA	NA	STnc1170
NC_016810.1	CDS	2997430	2998491	-	0.018717	2	NA	0.032636253	-0.33	0.700901821	0.879517054	reca	0.147861529	0.484983754	0.951670844	recA
NC_016810.1	CDS	205075	207621	-	0.122129141	2	NA	0.160630628	-0.4	0.743387807	NA	stic	NA	NA	NA	stiC
NC_016810.1	sRNA	4294626	4294818	+	0.105437401	2	NA	0.141376178	-1.01	0.397820277	0.682874195	ruf_107c.59	NA	NA	NA	RUF_107c.59
NC_016810.1	CDS	4092364	4093734	-	0.021751613	2	NA	0.037088761	-0.11	0.895396049	0.963473805	glmu	-0.364879243	0.066096363	0.57325884	glmU
NC_016810.1	CDS	2334914	2335243	-	0.300084606	2	NA	0.346931959	1.8	0.348520552	NA	sl1344_2213	NA	NA	NA	SL1344_2213
NC_016810.1	CDS	3818743	3819852	-	0.049550767	2	NA	0.074436376	-0.74	0.465465769	0.731771634	yhjm	NA	NA	NA	yhjM
NC_016810.1	CDS	4387239	4391267	+	0.020477557	2	NA	0.035256264	-0.59	0.489414022	0.749338855	rpob	0.016842413	0.923244532	0.990289457	rpoB
NC_016810.1	CDS	117244	117939	-	0.01053971	1.99	NA	0.020111738	-0.78	0.314341646	0.613229827	arad	-0.074798553	0.658542955	0.978681937	araD
NC_017720.1	CDS	91997	92119	-	0.020458053	1.99	NA	0.035229407	-1.57	0.0594047	0.270747822	repa3	-0.342168479	0.089331449	0.630897413	repA3
NC_016810.1	CDS	4395609	4395932	+	0.074191641	1.99	NA	0.10489163	1.29	0.245091108	0.550176212	sl1344_4094	NA	NA	NA	SL1344_4094
NC_016810.1	CDS	1366411	1366617	+	0.189824493	1.99	NA	0.233272061	-1.93	0.147268556	NA	sl1344_1330a	NA	NA	NA	SL1344_1330A
NC_016810.1	CDS	2816803	2817798	-	0.056319199	1.99	NA	0.082911568	-2.21	0.02871628	0.177399292	sl1344_2633	-0.020972545	0.921340197	0.990289457	SL1344_2633
NC_016810.1	CDS	1542923	1544389	+	0.039570024	1.99	NA	0.061360499	1.02	0.283893363	0.588912862	sl1344_1438	NA	NA	NA	SL1344_1438
NC_016810.1	CDS	1745014	1745820	+	0.062184028	1.99	NA	0.09026391	0.46	0.663494001	0.857999115	sapf	NA	NA	NA	sapF
NC_016810.1	CDS	808940	810508	+	0.020716534	1.98	NA	0.035599759	-0.11	0.900037865	0.964948942	cyda	0.332703435	0.05397738	0.539442558	cydA
NC_016810.1	CDS	3678085	3679704	+	0.014220268	1.98	NA	0.025855033	-0.88	0.275184354	0.58030436	pcka	0.10020645	0.53437007	0.961340236	pckA
NC_016810.1	sRNA	1292835	1292935	-	0.106126953	1.98	NA	0.142154012	-1.03	0.374416549	0.664151733	stnc1760	NA	NA	NA	STnc1760
NC_016810.1	CDS	4014903	4015823	-	0.076343416	1.98	NA	0.107426472	-1.5	0.150853982	0.440736666	sl1344_3759	NA	NA	NA	SL1344_3759
NC_016810.1	sRNA	4313620	4313825	+	0.134613134	1.98	NA	0.174430465	0	0.998837686	NA	ruf_107c.57	NA	NA	NA	RUF_107c.57
NC_016810.1	CDS	3316831	3318015	+	0.090129308	1.98	NA	0.123588684	-1.24	0.263429443	0.569476135	uxua	NA	NA	NA	uxuA
NC_016810.1	CDS	3538294	3539364	+	0.034012271	1.98	NA	0.053898574	-0.53	0.561324487	0.79955553	degs	0.032712384	0.88740028	0.989070004	degS
NC_016810.1	CDS	2600708	2601742	-	0.028695501000000002	1.98	NA	0.046575927	1.61	0.074440566	0.307329287	nlpb	-0.072290558	0.727846323	0.980552058	nlpB
NC_016810.1	CDS	16493	17026	-	0.289847842	1.97	NA	0.336718074	-0.58	0.744024131	NA	sl1344_0016	NA	NA	NA	SL1344_0016
NC_016810.1	CDS	4474892	4475809	+	0.039923103	1.97	NA	0.061693744	-1.98	0.029829238	0.182106823	malm	NA	NA	NA	malM
NC_016810.1	sRNA	2988649	2988823	+	0.351070284	1.97	NA	NA	-0.24	0.906271894	NA	stnc260	NA	NA	NA	STnc260
NC_016810.1	CDS	2012572	2012805	+	0.095298266	1.97	NA	0.129651638	-2.81	0.007457746	0.081014416	sl1344_1895	NA	NA	NA	SL1344_1895
NC_016810.1	sRNA	901188	901397	-	0.021548135	1.97	NA	0.036825347	-0.75	0.37004303	0.660924088	ryba	0.054632456	0.793125124	0.980552058	RybA
NC_016810.1	CDS	3819856	3822156	-	0.04715681	1.97	NA	0.071524202	-1.97	0.044279118	0.227416998	yhjn	-0.216359044	0.390102435	0.929724271	yhjN
NC_016810.1	CDS	1036776	1041242	+	0.032360637	1.97	NA	0.051625919	0.33	0.719708193	0.886571266	mukb	-0.109045547	0.547486958	0.962120616	mukB
NC_016810.1	CDS	3157418	3158623	+	0.038133591	1.97	NA	0.059443345	-0.37	0.683541743	0.86965194	sl1344_2964	NA	NA	NA	SL1344_2964
NC_016810.1	CDS	2439711	2440925	+	0.0382595	1.96	NA	0.05959259	-0.92	0.326348531	0.624035916	sl1344_2300	0.143010493	0.551310214	0.962120616	SL1344_2300
NC_016810.1	CDS	2569086	2570273	-	0.203642114	1.96	NA	0.24755416	1.02	0.501242848	NA	eutg	NA	NA	NA	eutG
NC_016810.1	CDS	4666633	4668366	+	0.023344894	1.96	NA	0.039270971	0.14	0.874396963	0.951902002	ytfm	0.121220093	0.577535454	0.963536152	ytfM
NC_016810.1	CDS	3831655	3832668	-	0.108578044	1.96	NA	0.144877804	-0.33	0.780232349	0.913951628	dppf	NA	NA	NA	dppF
NC_016810.1	CDS	4054569	4055258	-	0.120591072	1.96	NA	0.158955351	-1.11	0.360800717	0.652886706	dgor	NA	NA	NA	dgoR
NC_016810.1	CDS	487285	487794	+	0.06080425	1.95	NA	0.088488921	-0.97	0.345307142	0.640308406	sl1344_0429	0.27810592	0.232849876	0.861158581	SL1344_0429
NC_016810.1	CDS	362157	362615	+	0.057425525	1.95	NA	0.084375018	0.58	0.565657277	0.80248589	gpt	-0.82365402	2.75643e-4	0.011050203	gpt
NC_016810.1	sRNA	6399	6507	+	0.303548884	1.95	NA	0.350487831	0.57	0.759365572	NA	styr-295	NA	NA	NA	StyR-295
NC_016810.1	CDS	2540022	2540783	+	0.147102053	1.95	NA	0.18807378	-1.11	0.391586952	0.677396366	cysz	NA	NA	NA	cysZ
NC_016810.1	CDS	2515680	2516645	-	0.034083048	1.95	NA	0.054001246	-2.65	0.003058847	0.049484376	glk	-0.046900132	0.843686557	0.988871448	glk
NC_016810.1	CDS	3078125	3079621	-	0.022436334	1.95	NA	0.038019112	-0.26	0.755546851	0.903869313	sl1344_2892	NA	NA	NA	SL1344_2892
NC_016810.1	sRNA	3349047	3349187	-	0.125610964	1.95	NA	0.164347388	-3.61	7.64279e-4	0.022416634	stnc1820	-0.284850058	0.297722442	0.867311043	STnc1820
NC_016810.1	sRNA	2743288	2743373	+	0.308046823	1.95	NA	0.355045022	-0.23	0.897968738	NA	stnc3770	NA	NA	NA	STnc3770
NC_016810.1	CDS	257144	257701	+	0.049545366	1.95	NA	0.074436376	-1.71	0.082355814	0.325276535	frr	0.328315533	0.082153447	0.630120645	frr
NC_016810.1	CDS	253048	253842	-	0.096044465	1.95	NA	0.130489693	0.38	0.74231521600000006	0.898557051	map	-0.187990018	0.433058805	0.951670844	map
NC_016810.1	sRNA	4403810	4404049	-	0.040650287	1.94	NA	0.062685058	1.56	0.101049371	0.363174778	stnc1460	0.097922907	0.52218609	0.95898052600000006	STnc1460
NC_016810.1	CDS	4579464	4580369	+	0.04788657	1.94	NA	0.072375479	-1.02	0.300301965	0.599866807	sl1344_4247	-0.255817873	0.179360425	0.788094051	SL1344_4247
NC_016810.1	CDS	3449315	3449599	+	0.269789953	1.94	NA	0.316532957	-0.3	0.856090436	NA	gatb	NA	NA	NA	gatB
NC_016810.1	CDS	2357775	2358269	+	0.026859731	1.94	NA	0.04405106	-2.34	0.005636054	0.068878299	eco	NA	NA	NA	eco
NC_016810.1	CDS	1659766	1660047	+	0.123328312	1.94	NA	0.161948081	-1.44	0.22184202	0.525472706	sl1344_1543	NA	NA	NA	SL1344_1543
NC_016810.1	CDS	672639	673199	+	0.381000194	1.94	NA	NA	1.79	0.419242996	NA	sl1344_0598	NA	NA	NA	SL1344_0598
NC_016810.1	CDS	1782411	1782593	+	0.134959887	1.94	NA	0.174779351	-2.17	0.094160088	0.351002419	sl1344_1659	NA	NA	NA	SL1344_1659
NC_016810.1	CDS	2458129	2458776	+	0.108611513	1.94	NA	0.144893891	-1.2	0.311874904	0.611245818	sl1344_2318	NA	NA	NA	SL1344_2318
NC_016810.1	CDS	3848764	3849300	-	0.252129033	1.94	NA	0.297865603	1.8	0.290750685	NA	lpfa	NA	NA	NA	lpfA
NC_016810.1	CDS	4715479	4715649	+	0.29305222	1.94	NA	0.339934545	-3.31	0.04112567	NA	sl1344_4383	NA	NA	NA	SL1344_4383
NC_016810.1	sRNA	2039988	2040056	+	0.060006283	1.94	NA	0.087581986	-1.15	0.240100861	0.54451729	stnc1280	0.213875811	0.287798844	0.867311043	STnc1280
NC_016810.1	CDS	360451	361908	-	0.053262836	1.94	NA	0.079239779	-0.1	0.92256368	0.973852985	pepd	-0.030856241	0.865584175	0.988871448	pepD
NC_016810.1	CDS	2067772	2068665	-	0.090476146	1.94	NA	0.123970049	0.44	0.689024911	0.87221529	sl1344_1962	NA	NA	NA	SL1344_1962
NC_016810.1	CDS	651064	652053	-	0.346107393	1.94	NA	0.393333587	-1.31	0.508035368	NA	fepg	NA	NA	NA	fepG
NC_016810.1	CDS	827806	829074	+	0.346107393	1.94	NA	0.393333587	-1.31	0.508035368	NA	sl1344_0742	NA	NA	NA	SL1344_0742
NC_016810.1	CDS	3613501	3613911	-	0.058724143	1.94	NA	0.086016852	-0.74	0.466047274	0.732344494	rplp	0.250398812	0.296508345	0.867311043	rplP
NC_016810.1	CDS	1894129	1894416	-	0.014005288	1.93	NA	0.02551954	-0.73	0.350097974	0.64353159	sl1344_1768	-0.075173819	0.703602674	0.980552058	SL1344_1768
NC_016810.1	CDS	337	2799	+	0.035720336	1.93	NA	0.056200494	-0.5	0.580193938	0.810853181	thra	NA	NA	NA	thrA
NC_016810.1	CDS	1656918	1657898	+	0.125503962	1.93	NA	0.16426143000000001	0.77	0.537744778	0.784082175	sl1344_1540	NA	NA	NA	SL1344_1540
NC_016810.1	CDS	4292681	4293583	+	0.019709285	1.93	NA	0.034096231	-2.16	0.008085406	0.085225229	yiip	-0.284263098	0.237555586	0.861158581	yiiP
NC_016810.1	CDS	969500	971152	-	0.103800629	1.93	NA	0.139393802	-0.52	0.645322828	0.847791363	sl1344_0876	NA	NA	NA	SL1344_0876
NC_016810.1	CDS	1088568	1089272	+	0.104534099	1.93	NA	0.140270392	0.71	0.5424286	0.785578217	sl1344_0986	NA	NA	NA	SL1344_0986
NC_016810.1	CDS	3158623	3159066	+	0.118180271	1.93	NA	0.156234214	-0.21	0.862132508	0.947222459	sl1344_2965	NA	NA	NA	SL1344_2965
NC_016810.1	CDS	1723821	1724075	-	0.028834394	1.93	NA	0.046761279	0.33	0.702261785	0.879844304	sl1344_1603	NA	NA	NA	SL1344_1603
NC_016810.1	CDS	1845922	1846326	+	0.191625096	1.92	NA	0.235292454	0.64	0.65383062	NA	hyae	NA	NA	NA	hyaE
NC_016810.1	CDS	4328322	4330112	-	0.127088436	1.92	NA	0.165991556	-2.03	0.079065785	0.316732651	sl1344_4047	NA	NA	NA	SL1344_4047
NC_016810.1	CDS	3264067	3265083	-	0.122186413	1.92	NA	0.160682526	-0.85	0.469096876	0.734696414	sl1344_3058	NA	NA	NA	SL1344_3058
NC_016810.1	CDS	3187012	3188052	+	0.053671621	1.92	NA	0.079729582	-0.51	0.603209984	0.821257856	sl1344_2986	NA	NA	NA	SL1344_2986
NC_016810.1	CDS	4177086	4179248	+	0.036884656	1.92	NA	0.057770377	0.09	0.925606182	0.974276689	uvrd	0.160661328	0.520016875	0.95898052600000006	uvrD
NC_016810.1	CDS	3548096	3549034	-	0.042766512	1.91	NA	0.065548672	-3.25	5.45576e-4	0.018130324	mdh	0.2178856	0.235725619	0.861158581	mdh
NC_016810.1	CDS	319747	321090	+	0.162373712	1.91	NA	0.204754772	0.46	0.725531337	NA	scio	NA	NA	NA	sciO
NC_016810.1	CDS	2061887	2062306	-	0.184356385	1.91	NA	0.227513284	-1.04	0.43551319	NA	sl1344_1954	NA	NA	NA	SL1344_1954
NC_016810.1	CDS	2053859	2054377	-	0.326535457	1.91	NA	0.373348945	1.57	0.420562905	NA	sl1344_1943	NA	NA	NA	SL1344_1943
NC_016810.1	CDS	2531046	2531204	-	0.377244029	1.91	NA	NA	0.04	0.985469032	NA	sl1344_2383	NA	NA	NA	SL1344_2383
NC_016810.1	CDS	2486338	2487552	-	0.053366775	1.91	NA	0.079360874	-0.92	0.347843437	0.64292171	fabb	0.257967093	0.269667901	0.865346655	fabB
NC_016810.1	CDS	4313280	4313708	+	0.086010994	1.91	NA	0.118899489	-1.07	0.307830602	0.606668198	yiir	NA	NA	NA	yiiR
NC_016810.1	CDS	3885304	3885975	+	0.352129602	1.9	NA	0.399221847	2.92	0.157733601	NA	sgbe	NA	NA	NA	sgbE
NC_016810.1	CDS	1500853	1502256	+	0.048764293	1.9	NA	0.073406863	-0.3	0.753963438	0.903614939	fumc	-0.280900399	0.257941863	0.865346655	fumC
NC_016810.1	CDS	746832	748499	+	0.027726029	1.9	NA	0.045264938	1.67	0.052749395	0.252016586	glns	0.099075823	0.609189388	0.97404575	glnS
NC_016810.1	CDS	3507688	3508179	+	0.041462692	1.9	NA	0.06375524	0.28	0.761977762	0.907058758	ptsn	NA	NA	NA	ptsN
NC_016810.1	CDS	1782683	1783186	+	0.353863096	1.89	NA	0.40078417	-2.32	0.256427763	0.562373762	sl1344_1660	NA	NA	NA	SL1344_1660
NC_016810.1	CDS	3529536	3530429	-	0.140842297	1.89	NA	0.181097294	-0.96	0.427011219	0.701733906	nana	NA	NA	NA	nanA
NC_016810.1	CDS	3463038	3464045	+	0.072879085	1.89	NA	0.103392474	-0.85	0.406989683	0.689463917	sl1344_3249	NA	NA	NA	SL1344_3249
NC_016810.1	CDS	3744081	3744821	-	0.121958	1.89	NA	0.160452328	-0.48	0.689034165	0.87221529	ugpq	NA	NA	NA	ugpQ
NC_016810.1	CDS	953786	955129	+	0.123996941	1.89	NA	0.162683986	0.02	0.985844808	0.99519481	sl1344_0860	NA	NA	NA	SL1344_0860
NC_016810.1	CDS	3232857	3235730	-	0.057086249	1.89	NA	0.083944892	0.88	0.374688258	0.664151733	gcvp	0.008679116	0.960459602	0.991822998	gcvP
NC_016810.1	CDS	1147297	1148148	+	0.127923552	1.89	NA	0.166864851	0.48	0.692344536	0.874308543	hpcb	NA	NA	NA	hpcB
NC_016810.1	CDS	104473	105759	-	0.054383687	1.89	NA	0.080535356	-0.81	0.408096024	0.690671294	sura	-0.058198884	0.773230647	0.980552058	surA
NC_016810.1	CDS	1506529	1507662	-	0.125502208	1.89	NA	0.16426143000000001	-1.83	0.099797223	0.361563945	sl1344_1404	NA	NA	NA	SL1344_1404
NC_016810.1	CDS	2851713	2853893	+	0.094910151	1.89	NA	0.129210463	0.99	0.376687833	0.666020377	sl1344_2663	NA	NA	NA	SL1344_2663
NC_016810.1	CDS	1264891	1265670	-	0.088452408	1.89	NA	0.121733402	0.24	0.829560202	0.935982837	potc	NA	NA	NA	potC
NC_016810.1	CDS	483694	484797	+	0.329600163	1.88	NA	0.37651893	1.27	0.507686775	NA	phnw	NA	NA	NA	phnW
NC_016810.1	CDS	576955	578736	+	0.210779012	1.88	NA	0.254787816	-0.15	0.915958895	NA	gcl	NA	NA	NA	gcl
NC_016810.1	CDS	319207	319743	+	0.251994139	1.88	NA	0.297745236	0.63	0.695962066	NA	scin	NA	NA	NA	sciN
NC_016810.1	sRNA	3624232	3624439	-	0.080535167	1.88	NA	0.112467441	-1.03	0.32582311	0.623741248	rpsl-leader	0.155558316	0.40133189	0.935404044	rpsL-leader
NC_016810.1	CDS	67052	68392	-	0.322474299	1.88	NA	0.369501801	-2.82	0.101762713	NA	citc	NA	NA	NA	citC
NC_016810.1	CDS	3808905	3809834	+	0.116290857	1.88	NA	0.154052508	0.02	0.984365057	0.994742724	kdgk	NA	NA	NA	kdgK
NC_016810.1	CDS	3857175	3857465	+	0.116707007	1.88	NA	0.154558391	-0.73	0.540140422	0.784269026	sl1344_3614	NA	NA	NA	SL1344_3614
NC_016810.1	CDS	1749977	1751110	+	0.085249463	1.87	NA	0.117919055	0.02	0.984888531	0.99498564	sl1344_1632	0.18504405299999999	0.393625483	0.930477739	SL1344_1632
NC_016810.1	sRNA	748526	748639	-	0.171096991	1.87	NA	0.213841604	-3.83	6.63183e-4	0.020152394	stnc3300	NA	NA	NA	STnc3300
NC_016810.1	CDS	3357651	3359909	-	0.053066849	1.87	NA	0.078987291	0.8	0.407438153	0.689904062	parc	-0.074836942	0.707478087	0.980552058	parC
NC_016810.1	CDS	3642429	3642596	-	0.088673187	1.87	NA	0.122000023	0.16	0.879373643	0.954761279	sl1344_3438	NA	NA	NA	SL1344_3438
NC_016810.1	CDS	4303724	4304683	-	0.037355296	1.87	NA	0.058416222	-1.47	0.096973722	0.355922051	ydew	NA	NA	NA	ydeW
NC_016810.1	sRNA	4846444	4846540	-	0.236037219	1.87	NA	0.280952192	-1.59	0.264319776	NA	stnc4140	NA	NA	NA	STnc4140
NC_016810.1	sRNA	1154915	1155001	+	0.385628253	1.87	NA	NA	-0.58	0.783557993	NA	stnc3400	NA	NA	NA	STnc3400
NC_016810.1	CDS	3921719	3922681	+	0.071523408	1.87	NA	0.101789388	0.32	0.748731098	0.901210772	sl1344_3672	NA	NA	NA	SL1344_3672
NC_016810.1	CDS	2681302	2682033	-	0.038210025	1.87	NA	0.05953609	-0.95	0.285948346	0.59048008	sl1344_2507	-0.029766672	0.875461943	0.988871448	SL1344_2507
NC_016810.1	CDS	3595571	3596143	-	0.024981227	1.87	NA	0.041489719	-1.24	0.133316786	0.4161754	sl1344_3369	NA	NA	NA	SL1344_3369
NC_016810.1	CDS	4854856	4856238	+	0.063630609	1.86	NA	0.092065436	-1.27	0.201757732	0.502765065	rada	NA	NA	NA	radA
NC_016810.1	CDS	2551433	2552308	-	0.108622227	1.86	NA	0.144893891	1.19	0.30021751	0.599866807	cysw	0.253279779	0.240882339	0.861158581	cysW
NC_016810.1	CDS	505028	507382	+	0.037471193	1.86	NA	0.058536571	-0.89	0.319479596	0.618247091	lon	0.303787457	0.097705984	0.649844828	lon
NC_016810.1	CDS	1697982	1698392	+	0.050104441	1.86	NA	0.075123348	-0.66	0.479102626	0.741414844	hslj	NA	NA	NA	hslJ
NC_016810.1	CDS	3751455	3752732	-	0.182253553	1.86	NA	0.225411634	-2.35	0.068824518	0.293112498	livm	NA	NA	NA	livM
NC_016810.1	sRNA	3382993	3383144	-	0.021599921	1.86	NA	0.036899865	-3.52	1.06338e-5	0.001276031	sibd	0.306425901	0.080165694	0.630120645	SibD
NC_017719.1	CDS	5666	5950	+	0.037479653	1.86	NA	0.058539649	0.45	0.6124351	0.827604497	mobc	0.068314822	0.787364753	0.980552058	mobC
NC_016810.1	CDS	2974158	2974334	+	0.400022338	1.86	NA	NA	0.61	0.783379376	NA	sl1344_2789	NA	NA	NA	SL1344_2789
NC_016810.1	CDS	4308538	4309560	+	0.167558383	1.86	NA	0.210117248	-0.96	0.474120072	0.738365089	sl1344_4026	NA	NA	NA	SL1344_4026
NC_016810.1	CDS	2387952	2389580	+	0.024611224	1.86	NA	0.041026287	-1.01	0.220753471	0.523690417	glpa	0.198670944	0.375835226	0.929724271	glpA
NC_016810.1	CDS	1923075	1923608	-	0.37777292	1.85	NA	NA	-0.93	0.650408471	NA	sl1344_1803	NA	NA	NA	SL1344_1803
NC_016810.1	CDS	4787861	4788322	-	0.022807098	1.85	NA	0.038538782	0.15	0.856592672	0.945802163	sl1344_4444	NA	NA	NA	SL1344_4444
NC_016810.1	sRNA	2672472	2672567	-	0.036722073	1.85	NA	0.057560277	-2.46	0.00381136	0.055316424	stnc2070	0.163495605	0.455803299	0.951670844	STnc2070
